'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('0007f9c5-a0f0-438b-90bd-64709f3d7e4f', '4100_3', 60, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('3ed76ee9-1488-4040-bf83-102a357396a1', 59, '2017-11-08 00:24:00', 'f35f4ce9_a9d1_42c6_a0a5_a92f66c19801');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('3fe06004-8a8c-4121-b1c2-9b156d27652f', 33, '2017-11-08 00:24:00', '078d11e9_3d92_4d37_ac3f_a9824b69746e');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('4005b2fc-0234-4edf-912d-d359d677fb5f', 38, '2017-11-08 00:24:00', '88fb336d_47d8_4391_a802_24949f35b91d');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('409ec85a-4c60-440d-9114-e9e23a459413', 57, '2017-11-08 00:24:00', '1e9ee15a_1e4a_4fd6_a1d0_b77869b8d25f');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('40baa351-fb2b-4aae-abaf-42d600ff5043', 22, '2017-11-08 00:24:00', 'e98c7dbe_45ca_4ffb_8f02_c17015f8bbae');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('42d15349-3152-40fc-b418-a209e5aac686', 1, '2017-11-08 00:24:00', '19b82ba6_7ad2_49c4_80d2_96566ba15583');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('43ae8a1f-6c00-4e04-afa7-8e15f794bfc8', 22, '2017-11-08 00:24:00', 'c3bc16cb_4b78_49c0_ab5b_a18dc3a5e420');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('44b6c20b-e812-4e11-9b5d-58c57b69113a', 14, '2017-11-08 00:24:00', '8d4b1a41_9260_45c7_a134_99bda55b8000');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('4548ab09-7a7a-4b64-b356-5be8a58ac70d', 79, '2017-11-08 00:24:00', 'bb8bdf99_59d5_4ae5_9473_7079cc495c8d');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('4a5a6e6e-099d-41dd-8311-6152b8a46e78', 54, '2017-11-08 00:24:00', 'ed0887a7_f9d7_49ef_81d4_2af473448ca1');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('4c88f30f-9fbe-40aa-acce-d75cd2a70671', 18, '2017-11-08 00:24:00', 'f2d63e2d_4ebd_41ee_be1f_f1d393247a13');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('4e00bf8b-e630-4085-b3ba-4c1c93210d25', 60, '2017-11-08 00:24:00', 'af561bcb_1f6d_4a3c_915c_1ad62006d457');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('52d9b21d-0ed7-4099-b90a-b4f29fa23c80', 61, '2017-11-08 00:24:00', '34423148_3b11_4af7_8b18_d6379caf28bd');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('531d7fca-18e2-4810-88b8-5070d65a5936', 19, '2017-11-08 00:24:00', 'd6bebdf2_6ad6_425e_b1f6_150d7ef6b930');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('53cb69b0-8ca8-40bd-8966-a43e4d1fa5e7', 33, '2017-11-08 00:24:00', 'e278f152_1a79_4f36_a7a4_6105d90c6759');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('53dce469-b0ea-40cf-bc89-e2da3cf138ba', 74, '2017-11-08 00:24:00', '1611f5c9_590f_459f_a16c_af5ad5c437f9');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('54523ff0-9c9d-4e1b-9160-fb935f65d938', 3, '2017-11-08 00:24:00', '41d1cec4_055a_43b7_9d91_2c98235edfc6');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('551d16ba-a226-412f-8ac8-e01921efa339', 93, '2017-11-08 00:24:00', '7a32660d_ec9f_4f88_914c_a8b06a944d54');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('55b4d0c2-3a05-4ed9-8120-ffdbb08dd63f', 83, '2017-11-08 00:24:00', '0cc866a9_9d29_494b_af9c_23b615c9388c');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('57f2c17d-9afa-4e55-b375-096d739e06e4', 6, '2017-11-08 00:24:00', '62f8a2a5_e4eb_4c82_ad2a_1619bddd3aa5');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('58f0dc7f-2772-47f2-b482-88fe08bae1a1', 19, '2017-11-08 00:24:00', 'a3fc0d4e_c9dd_4c84_8d13_5aa9a9d62221');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('5abbfe59-d5ed-438b-a748-e5ea8c79db7a', 23, '2017-11-08 00:24:00', '328e8ce2_9ef0_4c81_8b2a_0468df50858b');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('5af26b6a-e9fe-4309-9779-a57395a9b00c', 10, '2017-11-08 00:24:00', 'f915dc19_9b9c_4139_bbb7_e4bf5a8a0a84');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('5e91f8e7-d797-471a-82d1-a896def9643b', 49, '2017-11-08 00:24:00', '19fad820_c455_4ed6_a656_6ddb491aec31');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('5f597864-c26d-4d64-9ad1-95f77850d9ea', 12, '2017-11-08 00:24:00', 'c164bf94_cc35_4aad_962c_8bf50249585f');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('61ef55a8-816c-45fb-9362-06b7b04b6dfe', 57, '2017-11-08 00:24:00', 'ebe270b4_b6c2_491d_bb01_97fa55ae96e4');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('655184b2-b179-423d-830d-01ad6ecb7422', 62, '2017-11-08 00:24:00', '1be17fe0_e698_45ad_a616_872d896d28dd');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('667aa976-be80-4a88-87b5-9e1a956f65c9', 47, '2017-11-08 00:24:00', '3bd9b58b_b034_4ef0_b74c_67390892e0fe');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('6705cbdb-b591-4b77-8875-d290e659d8fe', 29, '2017-11-08 00:24:00', 'ca11a02c_da50_4b79_89d8_78bf770e4ff7');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('674a1d17-5b01-49a0-8e27-783e553f9e2b', 70, '2017-11-08 00:24:00', '566506cb_5f64_48c2_a4ea_d6e2a76f78c0');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('67660550-d1b4-4d59-8809-a11417a0d459', 80, '2017-11-08 00:24:00', '35c65caa_53d1_453b_8aac_c1c36a9275b6');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('6aa5bc1d-0474-40f6-a632-aa1a93324d89', 3, '2017-11-08 00:24:00', '89479387_f63e_4e4e_be6c_6cd54cf6b1dd');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('6f042ce3-2a57-4d98-9d7c-9d4ac19a7f33', 99, '2017-11-08 00:24:00', 'd4b1ddd2_0d39_4e93_9396_c735f5de44de');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('71cc2540-66e7-4842-9d0b-8342a8e85d83', 9, '2017-11-08 00:24:00', 'ee67c711_96ec_483f_8cef_868165ead019');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('72b78ca5-ec4b-43c5-bc53-0c426435e9fe', 55, '2017-11-08 00:24:00', 'bbb092e6_5933_4299_9cee_f9f2f284e26d');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('72f9965f-7705-4957-bd15-06b70d94d8b9', 87, '2017-11-08 00:24:00', '2755730c_bf30_4380_a17c_3e01e49b4c9c');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('73370645-acde-4644-95f7-fc7f4a4d6c0a', 31, '2017-11-08 00:24:00', '33a9e475_27f7_4a40_83cf_e36a862744d2');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('7349144e-b2da-47ed-ad32-facedf7db5c9', 74, '2017-11-08 00:24:00', 'a3cdbb93_2dbb_44ce_9e82_d96a860d8050');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('73c1c024-407b-48d1-8f03-392d609d5989', 87, '2017-11-08 00:24:00', '5546a149_1492_47e5_9c51_e7897a9aea06');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('7539769f-94ba-42fd-b31f-4f7b3a220a66', 6, '2017-11-08 00:24:00', '11427cd1_3267_42fc_94f4_6e40e318638b');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('7918b0db-62b1-4311-a49c-13983ea13a20', 99, '2017-11-08 00:24:00', '31b8f849_3d15_48f2_9a0e_09b84b97189c');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('7affd8ae-9a84-4a09-9b30-e83d122e5681', 52, '2017-11-08 00:24:00', '1e0f0e80_99d1_4b26_9f4a_979c1d866bc8');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('7cdab3eb-b44b-4c20-90cd-dde02eaea89f', 66, '2017-11-08 00:24:00', 'dc064697_512a_4e81_8932_cc3bba092074');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('7d0ff176-5794-42eb-93fd-0e8e0d414989', 36, '2017-11-08 00:24:00', 'fd9f8fa4_93d3_4bd4_be5c_5d579106841b');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('7d711434-da28-492f-9fe7-e712deb6fc2c', 65, '2017-11-08 00:24:00', '06ae9b1f_93ad_4455_bb42_4cdc2015be63');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('8076a92b-a63c-4f20-9d9b-320086166043', 92, '2017-11-08 00:24:00', '0d2b2633_574f_4e16_add8_e21ea139d63b');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('8550dbcd-2078-400d-b113-82861bf36ed3', 65, '2017-11-08 00:24:00', '75bdda9e_e0aa_40e9_95bb_7d8bcb9ffc1e');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('85b7b1c3-b100-4296-b2b3-4b8b0a1e5ba2', 34, '2017-11-08 00:24:00', 'fc4a58e3_76a0_471f_8e8f_9c981b877cfd');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('8899a367-4bee-441a-8642-7ba1752e9ab3', 88, '2017-11-08 00:24:00', '07d3fd26_de5e_4464_bfb6_52b015550676');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('8a2009bf-cbf7-47ee-8b32-5360aa0918d3', 23, '2017-11-08 00:24:00', '13792f38_fdeb_46de_8dcb_403ff2dc9f15');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('8b4335cc-6886-4ffa-b62f-ab41e5a9b2b8', 47, '2017-11-08 00:24:00', '857a5df1_9a0a_47aa_976b_67e0570d7fd0');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('8b51f935-ec6d-439a-a06e-564394f261e2', 30, '2017-11-08 00:24:00', 'c921fbd3_377e_4b39_b9d0_ad9d66d78647');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('8c0ce386-6724-4ed8-a765-1e69c52c45a8', 92, '2017-11-08 00:24:00', 'd5465797_378b_4f7c_bbfb_20d2ac9d4afb');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('90b90bff-81b4-48b8-b1fe-d5bd0987aee1', 33, '2017-11-08 00:24:00', 'a6e9266e_bc77_4cfb_a67f_b7d62287a3b5');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('918f86fa-f6a4-4750-9174-a913d4ddfb40', 39, '2017-11-08 00:24:00', '833136fd_3d32_4a34_b594_646b22e83589');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('959e1c4c-7d92-4517-8cc6-c12f0c835bf0', 60, '2017-11-08 00:24:00', 'f6ee0214_bee1_4ccc_8769_3857d44cbbd5');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('960b4b09-a44b-4f31-9588-ad5deed6b44e', 22, '2017-11-08 00:24:00', 'bbbc9242_387c_4f41_b4a9_eb07832a7bdf');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('9689a092-5be6-4435-afb2-9664c48849bf', 84, '2017-11-08 00:24:00', '53c2bc37_6f2f_4f63_832f_d168d6028791');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('973c9af6-13d9-4a65-909d-47dd8de0f902', 44, '2017-11-08 00:24:00', '61cd7020_d202_4ed9_a42a_2334654fe111');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('974a4a9f-f1f4-4117-9651-46987a19b200', 37, '2017-11-08 00:24:00', '1780f1a9_c374_41bc_94b4_01b063300ace');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('994cd423-8db7-4f31-8ebd-69dab68833b6', 97, '2017-11-08 00:24:00', '8d4acd2b_364f_46cc_bcd2_39eff243cf24');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('9f0237b2-b83d-446a-9723-e8a209d64a0a', 38, '2017-11-08 00:24:00', '6d101546_1695_40f5_8f1d_b6c14478a288');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('9f90a460-c3bd-4955-ad64-0e3a8f18ed39', 36, '2017-11-08 00:24:00', '5d5814d7_a643_4777_a480_b62f9e70235a');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('a0285390-743f-4875-b4d8-623c2615dca4', 85, '2017-11-08 00:24:00', 'c98e564c_577c_4c48_ab6e_5974cd65d32d');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('a0883a42-7144-44c7-8357-88f560b5c615', 16, '2017-11-08 00:24:00', '1b628f27_3fdc_488f_af80_f2c05000d739');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('a346451c-c332-47e0-8302-edc47d5337df', 76, '2017-11-08 00:24:00', '29e87414_267c_4f7f_bf93_e938c452bb3f');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('a5d8debd-7cbb-48e0-9a45-d8643585fcf8', 52, '2017-11-08 00:24:00', '24e5f691_f1f9_44e5_b7e6_3fe9a847f1d5');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('a5e8dafd-0e8e-4651-85f1-984417019c2a', 35, '2017-11-08 00:24:00', 'fedd7840_e3c0_4300_a04d_b9eea0b079a7');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('a7194300-6ae4-4b95-a50d-89e6299d96b9', 95, '2017-11-08 00:24:00', 'c9fd32ee_adf7_4e08_bb2e_4e699ed042e7');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('a719ff34-2809-4911-94ac-abf31c5703c1', 91, '2017-11-08 00:24:00', '2fa45597_9407_4416_b935_cfcff0a0e70f');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('a722a1c1-1725-4d83-9cd4-94bd5c8e1d87', 13, '2017-11-08 00:24:00', 'fe2a4fd9_74d5_4227_b6b0_a35550976405');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('a890cad0-0a54-4fdc-a48e-49da42a1bbef', 78, '2017-11-08 00:24:00', '15a06cca_b501_4440_b0ee_2b4f597865b2');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('ab212059-1b1f-452d-bc19-9495ac84b47b', 18, '2017-11-08 00:24:00', 'e9312912_d70f_49ac_90a6_392bcdf3ce98');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('ae2a30c9-ff74-4d31-bafc-cedfe7edc4b5', 78, '2017-11-08 00:24:00', 'b2633131_87e3_49cd_b0aa_c00bc9093527');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('b16a9015-9301-464f-b236-79008166fe6e', 20, '2017-11-08 00:24:00', '7fc36376_2c78_428a_b833_8a0c01a9db51');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('b9d9adc1-a114-425f-8035-3718fe71c137', 23, '2017-11-08 00:24:00', 'f74f856d_338e_4e8b_8395_cb78d1bc111a');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('bd28fb52-dde9-4189-8bf0-d53fd46ff54f', 71, '2017-11-08 00:24:00', '0cb8143e_b204_4b75_9a11_ced87403edda');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('bdb407aa-996a-45b8-a28d-1493cb14701e', 98, '2017-11-08 00:24:00', '2075e036_e655_452f_8d07_f5ee25dcb797');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('bfc73989-bd58-47ef-bad1-ac39d956148d', 56, '2017-11-08 00:24:00', '659c6f7b_5985_4751_9698_4dc81cd7e5e6');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('c0a9ea90-2ace-4334-bbd7-56c6ece34b9f', 43, '2017-11-08 00:24:00', '7adde765_c95c_4ff0_a5ef_c6e20c199143');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('c20167a1-f939-4861-b471-4f4a17a0d4b6', 19, '2017-11-08 00:24:00', '5b188d63_d55a_460a_92dd_788a9aff8c7c');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('c32d6ec9-9cc0-448d-832d-0200e9c93f99', 71, '2017-11-08 00:24:00', '067d29c2_acb0_4811_a00d_361e4cf7daf4');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('c4d907e6-a1ee-480a-a4ec-4bebebb03032', 97, '2017-11-08 00:24:00', 'd4c9dc7a_0efd_47f2_8cae_f0c4b33e9d38');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('c67e40cf-11fe-4988-b177-bf98e7107e0f', 21, '2017-11-08 00:24:00', 'f37f9fcf_e8cd_48b9_976d_16859a417c4c');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('c822d533-5664-4a8e-afd0-3e50aad48489', 30, '2017-11-08 00:24:00', '3a831e33_a3b7_4304_8715_9743180aa11e');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('ca402b8a-c7e1-4915-955e-8229f31509d9', 61, '2017-11-08 00:24:00', 'af51ec6a_9065_427a_8473_be5cbfb444ab');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('cb13912c-4a72-40e6-8af8-befcd1045478', 40, '2017-11-08 00:24:00', '65d20a74_04c1_4cf9_9f25_efffad9d8d97');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('cb7afde3-e7b8-4f2a-b78d-2b2ff0e74060', 89, '2017-11-08 00:24:00', 'e7f39750_d76e_4937_b585_a7bc430d7b27');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('cb9cf5e3-bcbf-46f0-aaca-84a09bd283fa', 36, '2017-11-08 00:24:00', '38f3d71c_b519_4dbb_b688_c518418b0576');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('ccf0dfad-0c20-40ba-892d-ea1665aa8076', 25, '2017-11-08 00:24:00', 'ec602da8_413d_433b_8bf3_ba0055fc8d08');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('cda99e46-57c4-4785-a4bc-05d2111eeae2', 22, '2017-11-08 00:24:00', 'ffaa7fbb_1ca2_4b09_8fb9_1b96eb68a299');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('cdd6e571-bd25-4afd-83c4-7b61285fc1b1', 39, '2017-11-08 00:24:00', '1c430690_458b_405d_a108_8c8844f9f3b6');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('cf0cb98f-84d9-4ec6-a7dc-4fc21d3d5983', 91, '2017-11-08 00:24:00', '484de57c_6e53_4c29_9fa4_22ad0ebcf144');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('cf6d8ffe-f27f-4bc4-8f75-8f7dace1d72b', 53, '2017-11-08 00:24:00', 'e3915559_dddd_4404_8ca4_d63ab378b1bc');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('d03a9f19-a451-4627-8a5c-66a64e9b44ea', 50, '2017-11-08 00:24:00', '0871871f_b531_4b12_a975_f09a45c64a8c');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('d209eb93-8a08-41b5-ba41-19169d12e238', 26, '2017-11-08 00:24:00', '4233df88_9eb0_4edc_bd83_8fb2de94874f');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('d2acd48a-faa8-4ef8-b320-e575ccfc1526', 55, '2017-11-08 00:24:00', '68dd89fe_d7cd_4311_8bf4_342e2eb81339');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('d54d8875-8f4f-4b06-a7eb-8f0d660fd714', 58, '2017-11-08 00:24:00', '71a7e4b3_a191_4d50_a01e_48e1935ca46b');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('db1e40f5-38e6-4101-8057-3e0055e9252e', 28, '2017-11-08 00:24:00', '5d24d655_cf05_4238_9790_ded30a7270e2');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('db47b290-0604-41d1-8a4c-fbafac9f7de5', 14, '2017-11-08 00:24:00', 'dd9915a3_11c4_4f23_82cb_770b1bc71802');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('db4bac4f-5686-4ded-8dc3-a063c47e412b', 62, '2017-11-08 00:24:00', 'df48365f_2ffa_4856_bbc3_8e2284cf434a');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('dd55fe05-aebb-4d72-87a4-4b7f2a4f0ba9', 56, '2017-11-08 00:24:00', 'c4c093ab_64f2_407a_800f_d0eab2bd2c1d');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('e0b51a65-984f-4a35-876e-31742994f96c', 11, '2017-11-08 00:24:00', '98f69285_c6a3_40df_b252_a99d3bf2d9e3');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('e330d80a-1a86-40a9-af5e-29265b347730', 96, '2017-11-08 00:24:00', '04e8772e_7f5f_48de_b856_9a190d8e34e4');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('e38d79cb-9f4c-4574-bf8a-5180006e5467', 48, '2017-11-08 00:24:00', '6c04299c_c5e3_4b25_88f7_68b53c189574');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('e5b646a6-f077-490f-82ad-d7a1f36d2cfe', 89, '2017-11-08 00:24:00', '1c4baf34_3ac2_4539_a5e2_29c0d3a79551');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('e603563d-f458-4518-82c8-ae5bd2508642', 13, '2017-11-08 00:24:00', '6989c919_f4e6_41c2_b4e1_c394aebdaefe');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('e6586bed-6715-4853-8391-f3721140f25f', 79, '2017-11-08 00:24:00', 'bd242f0f_ddce_4256_bacc_3a208b4d1dd3');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('e6de25fb-8724-49c2-a0f2-71e3b16ca43e', 67, '2017-11-08 00:24:00', 'a7e5bb1d_7ea8_433e_8929_4af4ad9fb91b');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('e70f1c8c-d148-4cc1-9815-459a1d942d36', 67, '2017-11-08 00:24:00', 'b9f721a6_2941_4e9f_bec8_c9242c25e6a3');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('e8b5dda7-daae-4924-b05e-58ce6f622aee', 74, '2017-11-08 00:24:00', 'bd6d6da6_ea01_4b3e_855a_bc3bc8f6083e');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('e97022a6-8fa3-4358-a088-b520feb4f5b9', 27, '2017-11-08 00:24:00', 'fcef1d09_96e3_4b56_a7a4_f86e76f60c5a');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('eaa9662c-f280-479a-9b6f-c347aa544ff4', 24, '2017-11-08 00:24:00', '822bdf29_bc00_4b8b_9791_f0ab525ead8c');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('ef473b2d-1ae8-4664-9b07-c14eca665794', 64, '2017-11-08 00:24:00', 'ac5a2393_a779_4dd8_b93b_9e5f5d18278c');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('f1fe6c22-aada-45d7-9aaf-66af30793d74', 100, '2017-11-08 00:24:00', 'da77381b_ee87_44a5_a74c_2c5915a2c880');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('f22766c9-b7bc-4fa3-9ecc-2e8c76f728b0', 10, '2017-11-08 00:24:00', 'f595a08c_7abf_4b2b_8941_56343ebd44a7');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('f296e5fa-d9fe-4bda-a274-3fe97e9c67f9', 59, '2017-11-08 00:24:00', '79270e45_19cc_4c1e_a438_7416f3e64e00');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('f2fdfd62-6765-4ce1-8e9c-4593800adfa7', 63, '2017-11-08 00:24:00', '62fbf278_80c8_4d0f_99fb_e199dc54311f');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('f35459b8-bdbc-4f94-ac70-1abb6e060cdf', 94, '2017-11-08 00:24:00', '57162caf_45c1_4ddb_be1a_e3c56ccb074d');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('f421609c-d82e-45fb-9798-d48f3467a2c4', 21, '2017-11-08 00:24:00', '2a1d74dd_b000_44eb_b507_cdf19677a41b');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('f7ca5375-8a7c-4850-9e8e-5aa8d9e5c384', 49, '2017-11-08 00:24:00', '7a877d82_43ba_4c2e_b662_c6d6f53fdb1a');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('f8e1ecd9-9cad-4953-9a6e-15783e4d9246', 8, '2017-11-08 00:24:00', '78b5e466_e5ed_4202_86f2_ce2344d56ab6');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('fc67b225-a062-4782-969b-9041c9c42e9b', 83, '2017-11-08 00:24:00', '43f70489_2604_4ca2_9866_814ba5d25d08');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('fd9498a5-cabb-4e17-a096-6506844f5c8a', 33, '2017-11-08 00:24:00', 'f56d9559_231b_4c03_8895_82afa72c92d2');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('fe41f263-9c3f-478f-bbad-ea3a738401f6', 83, '2017-11-08 00:24:00', '77a7d716_b591_4b7b_8dc5_a6cf8fa31456');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('ff223dfc-4a62-4ebd-8622-50e92f9b42dc', 37, '2017-11-08 00:24:00', 'dacca367_abb7_4c99_a462_4a24af0a2d22');
'2017-11-0800:24:00',INSERT INTO thermometerobservation VALUES ('ff8b8dff-57c2-4ebb-9fb2-a33adebb5979', 66, '2017-11-08 00:24:00', 'd6ccdf4f_b3de_4984_80fd_ea5c9e0bd1ed');
'2017-11-0800:24:00',INSERT INTO wemoobservation VALUES ('001653f9-fc49-4e57-89dd-0ca2d1721da5', 38, 3267, '2017-11-08 00:24:00', '249f3662_71a8_4307_9efc_8b43c038b4d6');
'2017-11-0800:24:00',INSERT INTO wemoobservation VALUES ('00d9a8a3-ddb0-4141-a8b1-4c0ba06317da', 34, 2580, '2017-11-08 00:24:00', '5943bd26_7638_4723_bc08_c487641f4e39');
